id,name,type,base_exp,height,weight,hp,attack,defense,special-attack,special-defense,speed,image
403,shinx,electric,53,5,95,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,luxio,electric,127,9,305,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,luxray,electric,235,14,420,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,budew,grass/poison,56,2,12,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,roserade,grass/poison,232,9,145,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,cranidos,rock,70,9,315,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,rampardos,rock,173,16,1025,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,shieldon,rock/steel,70,5,570,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,bastiodon,rock/steel,173,13,1495,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,burmy,bug,45,2,34,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,wormadam-plant,bug/grass,148,5,65,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
414,mothim,bug/flying,148,9,233,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
415,combee,bug/flying,49,3,55,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,vespiquen,bug/flying,166,12,385,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,pachirisu,electric,142,4,39,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,buizel,water,66,7,295,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,floatzel,water,173,11,335,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,cherubi,grass,55,4,33,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,cherrim,grass,158,5,93,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,shellos,water,65,3,63,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,gastrodon,water/ground,166,9,299,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,ambipom,normal,169,12,203,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,drifloon,ghost/flying,70,4,12,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,drifblim,ghost/flying,174,12,150,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,buneary,normal,70,4,55,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,lopunny,normal,168,12,333,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,mismagius,ghost,173,9,44,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,honchkrow,dark/flying,177,9,273,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,glameow,normal,62,5,39,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,purugly,normal,158,10,438,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,chingling,psychic,57,2,6,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,stunky,poison/dark,66,4,192,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,skuntank,poison/dark,168,10,380,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,bronzor,steel/psychic,60,5,605,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,bronzong,steel/psychic,175,13,1870,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,bonsly,rock,58,5,150,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,mime-jr,psychic/fairy,62,6,130,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,happiny,normal,110,6,244,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,chatot,normal/flying,144,5,19,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,spiritomb,ghost/dark,170,10,1080,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,gible,dragon/ground,60,7,205,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,gabite,dragon/ground,144,14,560,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,garchomp,dragon/ground,270,19,950,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,munchlax,normal,78,6,1050,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,riolu,fighting,57,7,202,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,lucario,fighting/steel,184,12,540,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,hippopotas,ground,66,8,495,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,hippowdon,ground,184,20,3000,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,skorupi,poison/bug,66,8,120,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,drapion,poison/dark,175,13,615,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,croagunk,poison/fighting,60,7,230,48,61,40,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,toxicroak,poison/fighting,172,13,444,83,106,65,86,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,carnivine,grass,159,14,270,74,100,72,90,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,finneon,water,66,4,70,49,49,56,49,61,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,lumineon,water,161,12,240,69,69,76,69,86,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,mantyke,water/flying,69,10,650,45,20,50,60,120,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,snover,grass/ice,67,10,505,60,62,50,62,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,abomasnow,grass/ice,173,22,1355,90,92,75,92,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,weavile,dark/ice,179,11,340,70,120,65,45,85,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,magnezone,electric/steel,241,12,1800,70,70,115,130,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,lickilicky,normal,180,17,1400,110,85,95,80,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,rhyperior,ground/rock,241,24,2828,115,140,130,55,55,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,tangrowth,grass,187,20,1286,100,100,125,110,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,electivire,electric,243,18,1386,75,123,67,95,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,magmortar,fire,243,16,680,75,95,67,125,95,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,togekiss,fairy/flying,245,15,380,85,50,95,120,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,yanmega,bug/flying,180,19,515,86,76,86,116,56,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,leafeon,grass,184,10,255,65,110,130,60,65,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,glaceon,ice,184,8,259,65,60,110,130,95,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,gliscor,ground/flying,179,20,425,75,95,125,45,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,mamoswine,ice/ground,239,25,2910,110,130,80,70,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
474,porygon-z,normal,241,9,340,85,80,70,135,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,gallade,psychic/fighting,233,16,520,68,125,65,65,115,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,probopass,rock/steel,184,14,3400,60,55,145,75,150,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,dusknoir,ghost,236,22,1066,45,100,135,65,135,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,froslass,ice/ghost,168,13,266,70,80,70,80,70,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,rotom,electric/ghost,154,3,3,50,50,77,95,77,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,uxie,psychic,261,3,3,75,75,130,75,130,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,mesprit,psychic,261,3,3,80,105,105,105,105,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,azelf,psychic,261,3,3,75,125,70,125,70,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,dialga,steel/dragon,306,54,6830,100,120,120,150,100,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,palkia,water/dragon,306,42,3360,90,120,100,150,120,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,heatran,fire/steel,270,17,4300,91,90,106,130,106,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,regigigas,normal,302,37,4200,110,160,110,80,110,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,giratina-altered,ghost/dragon,306,45,7500,150,100,120,100,120,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,cresselia,psychic,270,15,856,120,70,120,75,130,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,phione,water,216,4,31,80,80,80,80,80,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,manaphy,water,270,3,14,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,darkrai,dark,270,15,505,70,90,90,135,90,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,shaymin-land,grass,270,2,21,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,arceus,normal,324,32,3200,120,120,120,120,120,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,victini,psychic/fire,270,4,40,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,snivy,grass,62,6,81,45,45,55,45,55,63,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,servine,grass,145,8,160,60,60,75,60,75,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,serperior,grass,238,33,630,75,75,95,75,95,113,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,tepig,fire,62,5,99,65,63,45,45,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,pignite,fire/fighting,146,10,555,90,93,55,70,55,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,emboar,fire/fighting,238,16,1500,110,123,65,100,65,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,oshawott,water,62,5,59,55,55,45,63,45,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,dewott,water,145,8,245,75,75,60,83,60,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,samurott,water,238,15,946,95,100,85,108,70,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,patrat,normal,51,5,116,45,55,39,35,39,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,watchog,normal,147,11,270,60,85,69,60,69,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,lillipup,normal,55,4,41,45,60,45,25,45,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,herdier,normal,130,9,147,65,80,65,35,65,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,stoutland,normal,225,12,610,85,110,90,45,90,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,purrloin,dark,56,4,101,41,50,37,50,37,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,liepard,dark,156,11,375,64,88,50,88,50,106,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,pansage,grass,63,6,105,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,simisage,grass,174,11,305,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,pansear,fire,63,6,110,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,simisear,fire,174,10,280,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,panpour,water,63,6,135,50,53,48,53,48,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,simipour,water,174,10,290,75,98,63,98,63,101,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,munna,psychic,58,6,233,76,25,45,67,55,24,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,musharna,psychic,170,11,605,116,55,85,107,95,29,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,pidove,normal/flying,53,3,21,50,55,50,36,30,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,tranquill,normal/flying,125,6,150,62,77,62,50,42,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,unfezant,normal/flying,220,12,290,80,115,80,65,55,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,blitzle,electric,59,8,298,45,60,32,50,32,76,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,zebstrika,electric,174,16,795,75,100,63,80,63,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,roggenrola,rock,56,4,180,55,75,85,25,25,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,boldore,rock,137,9,1020,70,105,105,50,40,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,gigalith,rock,232,17,2600,85,135,130,60,80,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
527,woobat,psychic/flying,65,4,21,65,45,43,55,43,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
528,swoobat,psychic/flying,149,9,105,67,57,55,77,55,114,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
529,drilbur,ground,66,3,85,60,85,40,30,45,68,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
530,excadrill,ground/steel,178,7,404,110,135,60,50,65,88,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
531,audino,normal,390,11,310,103,60,86,60,86,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
532,timburr,fighting,61,6,125,75,80,55,25,35,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
533,gurdurr,fighting,142,12,400,85,105,85,40,50,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
534,conkeldurr,fighting,227,14,870,105,140,95,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
535,tympole,water,59,5,45,50,50,40,50,40,64,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
536,palpitoad,water/ground,134,8,170,75,65,55,65,55,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
537,seismitoad,water/ground,229,15,620,105,95,75,85,75,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
538,throh,fighting,163,13,555,120,100,85,30,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
539,sawk,fighting,163,14,510,75,125,75,30,75,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
540,sewaddle,bug/grass,62,3,25,45,53,70,40,60,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
541,swadloon,bug/grass,133,5,73,55,63,90,50,80,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
542,leavanny,bug/grass,225,12,205,75,103,80,70,80,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
543,venipede,bug/poison,52,4,53,30,45,59,30,39,57,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
544,whirlipede,bug/poison,126,12,585,40,55,99,40,79,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
545,scolipede,bug/poison,218,25,2005,60,100,89,55,69,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
546,cottonee,grass/fairy,56,3,6,40,27,60,37,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
547,whimsicott,grass/fairy,168,7,66,60,67,85,77,75,116,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
548,petilil,grass,56,5,66,45,35,50,70,50,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
549,lilligant,grass,168,11,163,70,60,75,110,75,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
550,basculin-red-striped,water,161,10,180,70,92,65,80,55,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
551,sandile,ground/dark,58,7,152,50,72,35,35,35,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
552,krokorok,ground/dark,123,10,334,60,82,45,45,45,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
553,krookodile,ground/dark,234,15,963,95,117,80,65,70,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
554,darumaka,fire,63,6,375,70,90,45,15,45,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
555,darmanitan-standard,fire,168,13,929,105,140,55,30,55,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
556,maractus,grass,161,10,280,75,86,67,106,67,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
557,dwebble,bug/rock,65,3,145,50,65,85,35,35,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
558,crustle,bug/rock,170,14,2000,70,105,125,65,75,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
559,scraggy,dark/fighting,70,6,118,50,75,70,35,70,48,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
560,scrafty,dark/fighting,171,11,300,65,90,115,45,115,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
561,sigilyph,psychic/flying,172,14,140,72,58,80,103,80,97,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
562,yamask,ghost,61,5,15,38,30,85,55,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
563,cofagrigus,ghost,169,17,765,58,50,145,95,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
564,tirtouga,water/rock,71,7,165,54,78,103,53,45,22,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
565,carracosta,water/rock,173,12,810,74,108,133,83,65,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
566,archen,rock/flying,71,5,95,55,112,45,74,45,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
567,archeops,rock/flying,177,14,320,75,140,65,112,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
568,trubbish,poison,66,6,310,50,50,62,40,62,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
569,garbodor,poison,166,19,1073,80,95,82,60,82,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
570,zorua,dark,66,7,125,40,65,40,80,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
571,zoroark,dark,179,16,811,60,105,60,120,60,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
572,minccino,normal,60,4,58,55,50,40,40,40,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
573,cinccino,normal,165,5,75,75,95,60,65,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
574,gothita,psychic,58,4,58,45,30,50,55,65,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
575,gothorita,psychic,137,7,180,60,45,70,75,85,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
576,gothitelle,psychic,221,15,440,70,55,95,95,110,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
577,solosis,psychic,58,3,10,45,30,40,105,50,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
578,duosion,psychic,130,6,80,65,40,50,125,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
579,reuniclus,psychic,221,10,201,110,65,75,125,85,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
580,ducklett,water/flying,61,5,55,62,44,50,44,50,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
581,swanna,water/flying,166,13,242,75,87,63,87,63,98,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
582,vanillite,ice,61,4,57,36,50,50,65,60,44,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
583,vanillish,ice,138,11,410,51,65,65,80,75,59,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
584,vanilluxe,ice,241,13,575,71,95,85,110,95,79,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
585,deerling,normal/grass,67,6,195,60,60,50,40,50,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
586,sawsbuck,normal/grass,166,19,925,80,100,70,60,70,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
587,emolga,electric/flying,150,4,50,55,75,60,75,60,103,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
588,karrablast,bug,63,5,59,50,75,45,40,45,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
589,escavalier,bug/steel,173,10,330,70,135,105,60,105,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
590,foongus,grass/poison,59,2,10,69,55,45,55,55,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
591,amoonguss,grass/poison,162,6,105,114,85,70,85,80,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
592,frillish,water/ghost,67,12,330,55,40,50,65,85,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
593,jellicent,water/ghost,168,22,1350,100,60,70,85,105,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
594,alomomola,water,165,12,316,165,75,80,40,45,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
595,joltik,bug/electric,64,1,6,50,47,50,57,50,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
596,galvantula,bug/electric,165,8,143,70,77,60,97,60,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
597,ferroseed,grass/steel,61,6,188,44,50,91,24,86,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
598,ferrothorn,grass/steel,171,10,1100,74,94,131,54,116,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
599,klink,steel,60,3,210,40,55,70,45,60,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
600,klang,steel,154,6,510,60,80,95,70,85,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
601,klinklang,steel,234,6,810,60,100,115,70,85,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
602,tynamo,electric,55,2,3,35,55,40,45,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
603,eelektrik,electric,142,12,220,65,85,70,75,70,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
